Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Net Income Avl to Common,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month)
2011-08-05 04:11:46,1312497706.0,adbe,25.620001,24.98,104.634506,18.51,12910000000.0,12410000000.0,14.01,10.18,1.01,3.34,2.51,3.07,8.56,23.78,28.84,8.93,18.22,4050000000.0,7.98,8.5,3400000000.0,1450000000.0,962940000.0,1.87,54.4,2630000000.0,5.32,1520000000.0,28.17,3.23,10.92,1320000000.0,744690000.0,1.54,29.91,32.77,5477440.0,493870000.0,491620000.0,0.43,86.3,13350000.0,2.0,2.6,13890000.0
2011-09-25 13:42:54,1316938374.0,adbe,24.879999,34.32,99.447563,31.03,12300000000.0,11180000000.0,13.33,9.76,0.86,2.95,2.16,2.76,7.71,23.78,28.84,8.93,18.22,4050000000.0,7.98,8.5,3400000000.0,1450000000.0,962940000.0,1.87,54.4,2630000000.0,5.32,1520000000.0,28.17,3.23,11.25,1320000000.0,744690000.0,1.54,24.61,30.48,6960840.0,494540000.0,491600000.0,0.43,86.3,15230000.0,1.9,N/A,13180000.0
2011-10-18 13:47:26,1318925846.0,adbe,26.76,24.96,107.365555,21.82,12880000000.0,11680000000.0,14.37,10.29,0.91,3.16,2.32,2.87,8.23,22.79,28.13,8.71,17.43,4070000000.0000005,8.12,2.3,3400000000.0,1420000000.0,927980000.0,1.83,-15.2,2720000000.0,5.54,1520000000.0,27.25,3.36,11.29,1360000000.0,729190000.0,1.56,25.12,29.52,7131220.0,490900000.0,488630000.0,0.43,86.3,17400000.0,2.4,3.5,17780000.0
2012-03-24 12:13:07,1332571387.0,adbe,33.810001,27.09,123.63205,13.9,16710000000.0,15450000000.0,21.69,12.76,1.49,3.93,2.78,3.65,10.62,18.51,27.9,8.47,13.73,4230000000.0000005,8.55,1.7,3780000000.0,1460000000.0,783470000.0,1.56,-21.1,2770000000.0,5.6,1510000000.0,25.26,3.14,12.12,1530000000.0,1120000000.0,1.61,33.03,28.89,4182140.0,494020000.0,491760000.0,5.44,87.3,13180000.0,3.4,2.7,13930000.0
2012-07-02 04:31:22,1341183682.0,adbe,32.189999,42.99,121.478371,20.73,15920000000.0,14430000000.0,20.91,12.22,1.44,3.54,2.52,3.33,9.67,17.94,27.87,8.53,13.54,4340000000.0,8.78,9.9,3780000000.0,1490000000.0,777910000.0,1.55,-2.4,3000000000.0,6.1,1510000000.0,24.76,3.03,12.35,1580000000.0,1210000000.0,1.32,31.65,31.74,3993920.0,491760000.0,459190000.0,6.54,85.8,15120000.0,3.9,3.1,16140000.0
2004-01-20 06:29:18,1074560358.0,adi,35.312222,-29.23,85.782455,5.5,18780000000.0,16660000000.0,64.74,28.06,1.56,9.17,5.69,8.14,44.42,14.57,18.25,6.09,9.7,2049999999.9999998,5.356,N/A,1120000000.0,375020000.0,298280000.0,0.78,N/A,2120000000.0,5.69,0,0,6.226,8.88,N/A,N/A,2.667,47.05,39.72,3185181.0,371800000.0,366200000.0,1.51,80.86,6370000.0,1.788,1.74,8840000.0
2004-05-12 18:46:27,1084367787.0,adi,32.601021,-25.03,83.25643199999998,7.04,16829999999.999998,15120000000.0,49.06,22.52,1.46,7.97,5.07,6.92,33.84,16.25,20.38,7.46,11.15,2190000000.0,5.663,N/A,1120000000.0,446780000.0,355130000.0,0.918,N/A,2310000000.0,6.17,0,0,6.053,9.198,N/A,N/A,2.687,47.38,45.08,3424863.0,373780000.0,368100000.0,1.52,79.83,7640000.0,2.365,2.08,7180000.0
2004-06-22 09:09:13,1087875553.0,adi,32.896408,-17.14,86.072067,8.99,16920000000.000002,14380000000.0,40.35,20.1,1.25,7.28,4.78,6.09,26.34,18.48,23.06,9.37,13.19,2360000000.0,6.058,N/A,1120000000.0,546090000.0,436400000.0,1.116,N/A,2540000000.0,6.76,0,0,5.778,9.575,N/A,N/A,2.715,47.13,46.3,3641000.0,375860000.0,370100000.0,1.53,82.04,6910000.0,1.735,1.87,7640000.0
2004-08-10 02:07:28,1092083848.0,adi,25.404169,4.34,81.99430100000002,16.07,13500000000.0,11060000000.0,32.19,16.04,0.99,5.76,3.78,4.68,20.26,18.48,23.06,9.37,13.19,2360000000.0,6.058,N/A,1120000000.0,546090000.0,436400000.0,1.116,N/A,2540000000.0,6.76,0,0,5.778,9.575,N/A,N/A,2.647,43.96,46.42,4013772.0,375860000.0,370100000.0,1.53,81.98,6850000.0,1.84,1.85,7900000.0
2004-11-11 09:56:15,1100147175.0,adi,27.761702000000003,-3.51,89.537521,7.11,14570000000.0,11880000000.0,28.75,25.16,1.33,5.83,3.95,4.64,18.14,20.57,25.51,11.51,15.24,2560000000.0,6.522,N/A,1120000000.0,654850000.0,526500000.0,1.339,N/A,2690000000.0,7.11,0,0,6.081,9.991,N/A,N/A,2.739,38.09,43.36,4638322.0,378380000.0,372600000.0,1.53,81.08,10960000.0,2.55,2.94,11000000.0
2005-01-24 03:34:28,1106517868.0,adi,24.215427,14.51,89.224197,10.5,12960000000.0,10270000000.0,23.74,20.52,1.36,4.94,3.43,3.9,14.63,21.67,26.55,12.77,15.94,2630000000.0,6.704,N/A,1550000000.0,702030000.0,570740000.0,1.452,N/A,2680000000.0,7.14,0,0,6.223,10.11,N/A,N/A,2.443,38.11,41.22,3804272.0,375840000.0,370100000.0,1.53,82.09,8740000.0,1.974,2.36,11190000.0
2005-03-17 01:05:45,1111001745.0,adi,25.658623,4.59,91.375389,11.81,13380000000.0,11020000000.0,25.08,22.04,1.59,5.22,3.65,4.23,16.2,21.52,26.0,12.28,15.29,2610000000.0,6.661,N/A,1550000000.0,680410000.0,561340000.0,1.43,N/A,2600000000.0,6.98,0,0,6.453,10.025,N/A,N/A,2.582,36.35,38.88,3358954.0,372510000.0,366300000.0,1.67,81.54,8700000.0,2.413,2.37,8740000.0
2005-04-08 23:33:20,1112983400.0,adi,25.409296,9.13,90.689087,11.72,13290000000.0,10850000000.0,24.91,21.88,1.57,5.15,3.6,4.16,15.94,21.52,26.0,12.28,15.29,2610000000.0,6.661,N/A,1550000000.0,680410000.0,561340000.0,1.43,N/A,2600000000.0,6.98,0,0,6.453,10.025,N/A,N/A,2.77,36.45,37.89,3365000.0,372510000.0,366300000.0,1.67,80.82,8900000.0,2.407,2.43,8700000.0
2005-09-07 23:00:53,1126114253.0,adi,26.414932,-19.2,95.615555,6.74,13730000000.0,11070000000.0,29.72,23.49,1.89,5.78,3.61,4.62,15.663,19.96,22.98,7.33,12.57,2400000000.0,6.426,-18.9,1550000000.0,706950000.0,478710000.0,1.24,-28.2,2780000000.0,7.475,0,0,6.628,10.297,N/A,N/A,N/A,38.02,36.9,2791800.0,372400000.0,N/A,1.38,83.3,9540000.0,3.5,2.6,8230000.0
2005-10-31 08:19:48,1130726988.0,adi,24.91082,-6.95,93.09333,16.79,12890000000.0,10100000000.0,27.89,21.1,1.73,5.25,3.28,4.21,14.294,19.96,22.98,7.33,12.57,2400000000.0,6.426,-18.9,1550000000.0,706950000.0,478710000.0,1.24,-28.2,2780000000.0,7.475,0,0,6.628,10.297,N/A,N/A,N/A,35.56,36.66,3284930.0,372400000.0,N/A,1.38,83.3,7580000.0,2.3,2.1,7160000.0
2006-12-06 22:26:10,1165424170.0,adi,24.571514,-4.02,111.872391,8.45,11480000000.0,9360000000.0,22.67,16.62,0.94,4.47,3.34,3.64,11.13,21.35,23.07,9.76,15.42,2570000000.0,7.172,3.6,1510000000.0,841200000.0,549480000.0,1.48,102.5,2130000000.0,6.223,N/A,N/A,6.134,10.046,621100000.0,276550000.0,1.68,32.02,31.35,3998040.0,342000000.0,337180000.0,1.46,85.6,9770000.0,2.4,2.9,8710000.0
2007-02-20 18:32:29,1171976549.0,adi,24.132343,-14.14,115.875847,-5.21,11280000000.0,9150000000.0,22.26,16.0,0.93,4.38,3.28,3.56,10.878,21.35,23.07,9.76,15.42,2570000000.0,7.172,3.6,1510000000.0,841200000.0,549480000.0,1.48,102.5,2130000000.0,6.223,N/A,N/A,6.134,10.046,621100000.0,276550000.0,2.11,33.13,31.61,3202800.0,342000000.0,337180000.0,1.48,81.9,10080000.0,3.6,3.1,9830000.0
2007-04-05 11:21:28,1175752288.0,adi,26.578632,-13.17,114.901527,-3.25,11800000000.0,9850000000.0,22.06,18.81,1.11,4.47,3.62,3.73,11.31,22.02,23.79,10.72,16.7,2640000000.0,7.512,11.3,1510000000.0,870920000.0,582150000.0,1.6,27.1,1950000000.0,5.855,0,N/A,5.808,9.772,654000000.0,268420000.00000003,1.75,35.2,32.89,3660720.0,333720000.0,329010000.0,1.51,81.4,6600000.0,1.5,2.0,8340000.0
2008-01-23 20:59:26,1201102166.0,adi,20.92174,-30.18,108.171539,-36.69,8420000000.0,7160000000.0,18.56,13.87,0.97,3.28,3.53,2.85,9.978,19.79,22.43,10.12,17.34,2510000000.0,7.768,N/A,1520000000.0,717960000.0,500700000.0,1.5,N/A,1080000000.0,3.564,0,N/A,3.611,7.708,820360000.0,407250000.0,1.32,30.04,34.31,3508270.0,303350000.0,303350000.0,1.94,80.1,5630000.0,2.7,1.9,5290000.0
2008-04-17 12:21:31,1208415091.0,adi,23.42312,-28.68,111.297661,-34.79,9240000000.0,7970000000.0,14.13,16.55,1.21,3.65,3.95,3.15,11.023,28.2,22.48,10.23,16.65,2530000000.0,8.086,3.8,1520000000.0,723020000.0,466090000.0,2.23,141.9,1270000000.0,4.327,0,N/A,2.951,7.958,789630000.0,643920000.0,1.34,28.91,30.62,4538450.0,293940000.0,269840000.0,2.04,86.3,5250000.0,1.1,1.8,5080000.0
2008-10-14 20:39:34,1223996974.0,adi,17.355822,30.82,81.96500400000002,12.31,6610000000.0,5700000000.0,9.29,12.24,0.71,2.66,2.92,2.17,7.586,28.18,22.76,11.95,19.25,2630000000.0,8.862,6.7,1520000000.0,751260000.0,474190000.0,2.45,15.1,1280000000.0,4.399,0,N/A,3.353,8.23,709960000.0,547210000.0,1.06,26.078,30.6481,5276960.0,290450000.0,282850000.0,2.07,86.2,6420000.0,1.1,2.3,5820000.0
2008-12-12 10:52:17,1229059337.0,adi,14.954815,62.64,73.05024,28.09,5380000000.0,4070000000.0000005,6.98,13.78,0.92,2.08,2.22,1.57,5.202,30.44,24.32,12.95,22.08,2580000000.0,8.825,6.0,1520000000.0,781590000.0,525179999.99999994,2.65,47.0,1310000000.0,4.498,0,N/A,3.672,8.312,669370000.0,527400000.0,1.14,18.85,26.68,6480960.0,291190000.0,283600000.0,2.05,83.4,4900000.0,0.9,1.7,5540000.0
2008-12-18 00:52:29,1229541749.0,adi,14.075125,75.02,73.296516,27.31,5730000000.0,4510000000.0,7.44,15.14,1.04,2.25,2.4,1.75,5.768,30.44,24.32,12.95,22.08,2580000000.0,8.825,6.0,1580000000.0,781590000.0,525179999.99999994,2.65,47.0,1310000000.0,4.498,0,N/A,3.672,8.312,669370000.0,527400000.0,1.14,18.85,26.36,6473160.0,291190000.0,283600000.0,2.05,84.0,5610000.0,0.9,2.0,4900000.0
2009-03-27 16:45:23,1238152523.0,adi,15.588746,46.79,68.019348,45.72,5820000000.0,4600000000.0,13.34,25.64,2.54,2.41,2.45,1.88,6.573,18.01,22.23,11.22,18.05,2450000000.0,8.413,-22.4,1580000000.0,699740000.0,427910000.0,1.5,-93.3,1280000000.0,4.406,0,N/A,4.485,8.248,551860000.0,221640000.0,0.92,19.85,20.56,6201430.0,291230000.0,283710000.0,2.02,84.4,9130000.0,1.2,3.2,7540000.0
2011-08-05 04:12:35,1312497755.0,adi,26.155418,30.36,104.634506,18.51,9480000000.0,7510000000.0,10.94,10.44,1.15,3.34,2.8,2.5,6.19,29.52,36.38,15.06,27.25,3010000000.0,10.07,18.3,1800000000.0,1210000000.0,881920000.0,2.89,44.7,3430000000.0,11.45,906930000.0,25.32,7.3,11.96,912470000.0,497980000.0,1.04,36.75,38.77,3484360.0,299630000.0,293750000.0,1.93,85.1,6320000.0,1.8,2.1,6350000.0
2012-03-19 11:50:51,1332138051.0,adi,34.236546000000004,14.95,124.694382,12.21,11820000000.0,9030000000.0,15.56,14.6,2.04,4.06,3.08,3.1,8.08,26.94,34.36,12.67,21.78,2910000000.0,9.74,-11.0,1990000000.0,1120000000.0,784670000.0,2.55,-37.2,3670000000.0,12.31,870160000.0,22.65,8.82,12.9,898600000.0,595770000.0,1.19,39.32,36.17,2735910.0,297830000.0,292800000.0,1.97,85.4,4480000.0,1.6,1.5,5010000.0
2013-04-22 02:24:41,1366577681.0,adi,37.383205,28.63,141.332169,22.74,12960000000.0,9730000000.0,20.28,15.87,5.94,4.84,3.0,3.64,10.54,24.04,30.44,9.26,15.75,2680000000.0,8.91,-4.0,1740000000.0,923850000.0,643080000.0,2.09,-5.9,3990000000.0,13.03,759670000.0,17.57,9.47,14.13,757690000.0,455950000.0,1.07,44.97,42.62,2383940.0,305980000.0,302820000.0,1.0,87.8,4670000.0,2.3,1.5,5320000.0
2013-05-11 12:07:46,1368254266.0,adi,41.002346,12.77,147.884277,17.34,14320000000.0,10960000000.0,22.4,17.52,6.51,5.3,3.28,4.1,11.87,24.04,30.44,9.26,15.75,2680000000.0,8.91,-4.0,1740000000.0,923850000.0,643080000.0,2.09,-5.9,3990000000.0,13.03,759670000.0,17.57,9.47,14.13,757690000.0,455950000.0,1.06,44.47,43.24,2449880.0,305980000.0,302820000.0,1.0,87.8,3880000.0,1.6,1.3,4670000.0
2003-11-12 17:41:28,1068639088.0,adm,10.700817,44.38,79.495209,12.63,9380000000.0,13060000000.0,19.03,13.45,1.68,0.29,1.3,0.41,9.17,1.54,2.54,2.84,7.17,30710000000.0,49.485,N/A,1730000000.0,1420000000.0,493250000.0,0.761,N/A,1310000000.0,2.02,5180000000.0,0.733,1.636,10.96,N/A,N/A,0.308,13.52,12.4,1405616.0,647540000.0,585300000.0,9.61,65.34,5390000.0,4.109,0.92,5500000.0
2004-01-31 04:11:22,1075502482.0,adm,11.653799,49.82,85.241638,5.46,10130000000.0,13860000000.0,20.5,14.66,1.82,0.32,1.41,0.44,9.49,1.55,2.51,2.83,7.1,31730000000.0,49.17,N/A,1730000000.0,1460000000.0,493250000.0,0.764,N/A,1360000000.0,2.11,5080000000.0,0.703,1.659,11.16,N/A,N/A,0.326,14.95,13.37,2184500.0,646660000.0,584500000.0,9.61,63.45,3820000.0,2.002,0.65,4760000.0
2004-04-14 16:44:25,1081941265.0,adm,12.573007,31.01,85.47261,4.1,10890000000.0,15790000000.0,18.64,15.01,1.72,0.33,1.45,0.48,10.07,1.76,2.69,3.23,8.19,33110000000.0,51.297,N/A,1730000000.0,1570000000.0,582830000.0,0.902,N/A,1250000000.0,1.93,6000000000.0,0.789,1.523,11.738,N/A,N/A,0.393,16.86,14.64,3119863.0,647990000.0,585700000.0,9.61,64.81,5340000.0,1.937,0.91,4890000.0
2004-06-19 13:33:48,1087632228.0,adm,12.223539,33.59,85.966202,8.94,10580000000.0,15540000000.0,15.2,14.03,1.74,0.31,1.34,0.45,8.99,2.01,3.02,3.71,9.46,34510000000.0,53.402,N/A,1730000000.0,1730000000.0,692790000.0,1.071,N/A,1690000000.0,2.59,6690000000.0,0.848,1.512,12.129,N/A,N/A,0.383,16.93,15.51,2222000.0,649980000.0,587500000.0,9.61,64.94,4670000.0,2.005,0.8,3510000.0
2004-11-30 07:08:52,1101778732.0,adm,16.051168,12.92,89.82570600000003,8.19,13900000000.0,17320000000.0,22.59,14.25,2.28,0.37,1.76,0.47,10.67,1.64,2.52,3.15,7.97,37160000000.0,57.207,N/A,2150000000.0,1620000000.0,610830000.0,0.94,N/A,1420000000.0,2.17,4850000000.0,0.613,1.605,12.075,N/A,N/A,0.397,18.19,17.02,2432909.0,654510000.0,565300000.0,13.63,65.48,3440000.0,1.062,0.61,3570000.0
2005-01-26 00:58:06,1106681286.0,adm,17.149015,27.52,89.744781,10.56,14820000000.0,18380000000.0,24.1,15.0,2.37,0.4,1.89,0.49,11.32,1.64,2.52,3.15,7.97,37160000000.0,57.207,N/A,2150000000.0,1620000000.0,610830000.0,0.94,N/A,1420000000.0,2.17,4850000000.0,0.613,1.605,12.075,N/A,N/A,0.452,21.19,17.79,2619545.0,654510000.0,565300000.0,13.63,65.03,4540000.0,2.221,0.8,5080000.0
2005-02-08 21:21:16,1107877876.0,adm,17.966722,31.05,92.026115,7.19,15520000000.0,19120000000.0,25.22,15.1,1.79,0.42,1.99,0.51,11.78,1.64,2.52,3.15,7.97,37160000000.0,57.207,N/A,2150000000.0,1620000000.0,610830000.0,0.94,N/A,1420000000.0,2.17,4850000000.0,0.613,1.605,12.075,N/A,N/A,0.428,22.16,18.27,2619545.0,654510000.0,565300000.0,13.63,64.67,4540000.0,2.221,0.8,5080000.0
2005-02-14 20:39:46,1108393786.0,adm,18.625423,27.57,92.385918,7.73,16040000000.0,19170000000.0,22.73,15.61,1.8,0.43,2.01,0.52,11.42,1.9,2.69,3.56,8.88,37030000000.0,56.837,N/A,2150000000.0,1680000000.0,703510000.0,1.08,N/A,1250000000.0,1.9,4510000000.0,0.528,1.741,12.075,N/A,N/A,0.428,22.38,18.4,2619545.0,654510000.0,566500000.0,13.64,64.8,4540000.0,2.221,0.8,5080000.0
2006-04-06 18:53:48,1144329828.0,adm,28.482212,1.36,102.359222,12.25,24220000000.0,28110000000.0,23.86,18.25,2.13,0.68,2.75,0.78,12.821,2.84,3.87,4.87,11.71,35830000000.0,54.815,2.6,2430000000.0,2190000000.0,1020000000.0,1.55,17.3,823870000.0,1.26,4610000000.0,0.52,1.845,13.524,1530000000.0,839610000.0,1.33,33.11,27.37,4474410.0,653810000.0,633220000.0,11.77,67.5,4010000.0,1.1,0.6,4260000.0
2006-04-07 06:53:49,1144373029.0,adm,27.811045,3.8,101.31897,13.41,24140000000.0,27930000000.0,23.77,18.19,2.13,0.68,2.75,0.78,12.741,2.84,3.87,4.87,11.71,35830000000.0,54.815,2.6,2430000000.0,2190000000.0,1020000000.0,1.55,17.3,823870000.0,1.26,4610000000.0,0.52,1.845,13.524,1530000000.0,839610000.0,1.33,33.28,27.44,4463860.0,653810000.0,633220000.0,11.77,67.5,4010000.0,1.1,0.6,4260000.0
2006-04-12 00:58:21,1144783701.0,adm,28.844793,1.41,100.802765,14.32,23900000000.0,27460000000.0,23.54,18.0,2.08,0.66,2.68,0.77,12.526,2.84,3.87,4.87,11.71,35830000000.0,54.815,2.6,2430000000.0,2190000000.0,1020000000.0,1.55,17.3,823870000.0,1.26,4610000000.0,0.52,1.845,13.524,1530000000.0,839610000.0,1.33,33.76,27.78,4427910.0,653810000.0,633220000.0,11.77,67.5,4010000.0,1.1,0.6,4260000.0
2006-04-22 19:30:52,1145714452.0,adm,29.207382,2.93,102.578201,15.42,24750000000.0,28540000000.0,24.38,18.47,2.16,0.68,2.76,0.8,13.021,2.84,3.87,4.87,11.71,35830000000.0,54.815,2.6,2430000000.0,2190000000.0,1020000000.0,1.55,17.3,823870000.0,1.26,4610000000.0,0.52,1.845,13.524,1530000000.0,839610000.0,1.33,34.91,28.43,4430650.0,653810000.0,633220000.0,11.77,67.5,4010000.0,1.1,0.6,4260000.0
2006-04-23 14:17:44,1145782064.0,adm,29.207382,4.02,102.578201,14.98,24750000000.0,28540000000.0,24.38,18.47,2.17,0.68,2.76,0.8,13.021,2.84,3.87,4.87,11.71,35830000000.0,54.815,2.6,2430000000.0,2190000000.0,1020000000.0,1.55,17.3,823870000.0,1.26,4610000000.0,0.52,1.845,13.524,1530000000.0,839610000.0,1.33,34.91,28.43,4430650.0,653810000.0,633220000.0,11.77,67.5,4010000.0,1.1,0.6,4260000.0
2006-04-24 19:49:42,1145888382.0,adm,29.477402,3.99,102.39048,15.24,25140000000.0,28540000000.0,24.76,18.76,2.17,0.69,2.8,0.8,13.021,2.84,3.87,4.87,11.71,35830000000.0,54.815,2.6,2430000000.0,2190000000.0,1020000000.0,1.55,17.3,823870000.0,1.26,4610000000.0,0.52,1.845,13.524,1530000000.0,839610000.0,1.33,30.18,25.7,3977990.0,653810000.0,633220000.0,11.77,67.5,4010000.0,1.1,0.6,4260000.0
2006-04-28 06:30:41,1146186041.0,adm,28.034771000000006,8.51,102.828491,15.84,23660000000.0,27450000000.0,23.3,17.65,2.1,0.67,2.73,0.77,12.523,2.84,3.87,4.87,11.71,35830000000.0,54.815,2.6,2430000000.0,2190000000.0,1020000000.0,1.553,17.3,823870000.0,1.26,4610000000.0,0.52,1.845,13.524,1530000000.0,839610000.0,1.33,35.4592,28.8153,4558730.0,653810000.0,633220000.0,11.77,67.5,4010000.0,1.1,0.6,4260000.0
2006-05-16 14:27:00,1147769820.0,adm,34.04443,-15.69,101.139069,19.4,28210000000.0,32030000000.0,25.75,18.19,2.31,0.77,3.09,0.88,13.234,3.01,4.31,5.61,12.37,36470000000.0,55.838,7.5,2430000000.0,2420000000.0,1100000000.0,1.674,29.2,918230000.0,1.403,4710000000.0,0.514,1.84,13.963,982110000.0,966530000.0,1.75,38.2814,30.4393,5711170.0,654440000.0,633820000.0,11.77,64.2,5650000.0,1.3,0.9,4010000.0
2007-02-20 08:05:08,1171938908.0,adm,27.878778000000004,28.45,115.875847,-5.21,23420000000.0,28420000000.0,14.77,13.59,1.49,0.6,2.19,0.73,8.997,4.1,5.66,6.88,16.32,39090000000.0,59.632,18.0,2970000000.0,3160000000.0,1600000000.0,2.43,20.0,822780000.0,1.261,5820000000.0,0.541,1.691,16.309,335600000.0,-1410000000.0,0.93,32.74,36.09,8292880.0,652730000.0,632170000.0,2.85,58.8,4210000.0,0.7,0.7,4980000.0
2007-03-07 08:11:55,1173235315.0,adm,26.514101,37.83,110.73423,-4.36,21510000000.0,26510000000.0,13.56,12.48,1.4,0.55,2.02,0.68,8.394,4.1,5.66,6.88,16.32,39090000000.0,59.632,18.0,2970000000.0,3160000000.0,1600000000.0,2.43,20.0,822780000.0,1.261,5820000000.0,0.541,1.691,16.309,335600000.0,-1410000000.0,0.75,33.54,35.56,8189220.0,652730000.0,632170000.0,2.87,64.3,3770000.0,0.5,0.6,4210000.0
2007-04-09 12:40:37,1176102637.0,adm,29.430637,16.01,115.060829,-3.43,24160000000.0,27530000000.0,15.23,14.08,1.41,0.62,2.27,0.7,8.615,4.1,5.76,8.3,16.32,39090000000.0,59.538,18.0,2970000000.0,3200000000.0,1600000000.0,2.43,20.0,822780000.0,1.252,5820000000.0,0.541,4.594,16.309,335600000.0,-1390000000.0,0.93,35.11,34.83,8424070.0,652730000.0,636540000.0,13.16,68.3,4210000.0,0.7,0.7,4980000.0
2007-06-18 03:24:32,1182117272.0,adm,27.186434,-3.49,122.317116,-9.99,22580000000.0,28060000000.0,14.08,12.95,1.49,0.54,2.11,0.68,8.841,3.91,5.29,6.77,16.29,41350000000.0,63.2,24.8,2970000000.0,3170000000.0,1620000000.0,2.46,4.3,896530000.0,1.373,6370000000.0,0.597,1.836,16.35,442070000.0,-1420000000.0,0.58,35.46,34.63,6783960.0,653180000.0,628550000.0,2.87,63.8,12270000.0,2.0,2.0,11360000.0
2007-06-19 05:10:54,1182210054.0,adm,26.701385,-2.63,122.621071,-11.09,22700000000.0,28170000000.0,14.15,13.01,1.49,0.55,2.11,0.68,8.879,3.91,5.29,6.77,16.29,41350000000.0,63.2,24.8,2970000000.0,3170000000.0,1620000000.0,2.46,4.3,896530000.0,1.373,6370000000.0,0.597,1.836,16.35,442070000.0,-1420000000.0,0.58,35.26,34.66,6829190.0,653180000.0,628550000.0,2.87,63.8,12270000.0,2.0,2.0,11360000.0
2007-10-12 05:57:34,1192148854.0,adm,27.850567,-55.83,125.662491,-42.19,22460000000.0,27080000000.0,10.59,11.87,1.55,0.5,1.94,0.62,9.799,4.91,4.69,5.56,20.53,44020000000.0,67.616,27.9,3240000000.0,2760000000.0,2160000000.0,3.3,132.8,663000000.0,1.03,5290000000.0,0.47,1.922,17.500999,303000000.0,-1420000000.0,0.35,33.02,34.89,5518970.0,643590000.0,623310000.0,8.79,60.2,11830000.0,2.5,1.9,12110000.0
2008-01-23 23:14:44,1201110284.0,adm,32.167492,-33.18,108.171539,-36.69,26260000000.0,32040000000.0,12.11,13.44,1.53,0.55,2.19,0.68,11.451,4.64,4.39,5.07,19.9,47400000000.0,73.175,35.8,N/A,2800000000.0,2200000000.0,3.37,9.4,1120000000.0,1.744,7320000000.0,0.62,1.65,18.386,-984000000.0,-2710000000.0,-0.06,42.16,36.4,6885290.0,642890000.0,628000000.0,5.18,61.9,17400000.0,2.5,2.8,14830000.0
2009-01-09 16:47:55,1231499875.0,adm,22.376167,12.54,73.72600600000001,31.58,17920000000.0,23330000000.0,7.48,9.63,0.62,0.23,1.32,0.3,5.698,3.09,4.33,6.59,19.02,78150000000.0,121.348,65.0,3840000000.0,4090000000.0,2410000000.0,3.735,138.1,2990000000.0,4.653,8510000000.0,0.628,1.907,21.097,2690000000.0,821380000.0,0.22,27.0382,25.3919,9018190.0,641470000.0,624270000.0,2.26,73.1,13550000.0,1.8,2.2,83650.0
2011-07-29 19:09:22,1311946762.0,adm,25.561707,-7.28,112.694717,9.51,19540000000.0,32290000000.0,9.43,9.09,0.96,0.27,1.18,0.44,9.17,2.86,3.56,4.3,13.25,73510000000.0,114.86,32.6,3840000000.0,3520000000.0,2100000000.0,3.25,37.3,1620000000.0,2.54,14260000000.0,85.48,1.74,26.1,-4840000000.0,-7310000000.0,0.28,30.44,33.57,6939000.0,637880000.0,623590000.0,2.14,71.4,10470000.0,1.7,1.7,10740000.0
2011-08-05 04:13:27,1312497807.0,adm,24.097664,-8.79,104.634506,18.51,17890000000.0,31540000000.0,8.64,7.84,0.85,0.26,1.14,0.43,8.96,2.86,3.56,4.3,13.25,73510000000.0,114.86,32.6,3840000000.0,3520000000.0,2100000000.0,3.25,37.3,1620000000.0,2.54,14260000000.0,85.48,1.74,26.1,-4840000000.0,-7310000000.0,0.26,30.37,33.45,7167890.0,637880000.0,623590000.0,2.14,71.4,10470000.0,1.7,1.7,10740000.0
2011-09-28 04:29:00,1317164340.0,adm,21.247707,12.38,100.848984,28.31,17420000000.0,26220000000.0,8.23,7.49,0.82,0.21,0.92,0.33,7.35,2.52,3.34,4.55,12.06,80680000000.0,125.66,45.6,4300000000.0,3570000000.0,2040000000.0,3.13,-14.6,1350000000.0,2.0,10320000000.0,54.78,2.08,27.82,-2340000000.0,-5140000000.0,0.29,27.46,31.3,6854850.0,675800000.0,661170000.0,2.14,71.4,13680000.0,1.6,2.2,12800000.0
2011-12-31 04:39:51,1325286591.0,adm,24.343943,-3.02,110.62027,14.05,19100000000.0,26870000000.0,8.76,8.51,1.15,0.22,1.04,0.31,7.22,2.51,3.37,4.66,12.65,85780000000.0,131.92,30.4,4300000000.0,3720000000.0,2150000000.0,3.26,33.3,1830000000.0,2.73,9500000000.0,51.59,1.88,27.52,618000000.0,-2210000000.0,0.63,28.81,28.58,4540190.0,667980000.0,653520000.0,2.14,71.4,9980000.0,2.2,1.5,11030000.0
