Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Net Income Avl to Common,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month)
2008-12-18 06:56:27,1229563587.0,mo,9.270792,39.99,73.296516,27.31,30230000000.0,30200000000.0,4.78,8.2,0.83,0.77,7.17,0.78,2.023,16.65,36.11,24.11,86.48,38670000000.0,18.535,6.9,21500000000.0,14930000000.0,9260000000.0,3.07,-67.1,915000000.0,0.444,885000000.0,0.212,1.448,2.028,5940000000.0,10860000000.0,0,16.45,19.51,24782900.0,2060000000.0,2049999999.9999998,0.11,72.4,30830000.0,1.0,1.5,32259999.999999996
2008-12-31 18:43:34,1230729214.0,mo,9.39424,40.36,74.677681,26.35,31050000000.0,31560000000.0,4.91,8.42,0.88,0.82,7.56,0.82,2.114,16.65,36.11,24.11,86.48,38670000000.0,18.535,6.9,21500000000.0,14930000000.0,9260000000.0,3.067,-67.1,915000000.0,0.444,885000000.0,0.212,1.448,2.028,5940000000.0,10860000000.0,0,15.5283,19.1186,24739300.0,2060000000.0,2049999999.9999998,0.11,72.5,30830000.0,1.0,1.5,32259999.999999996
2009-08-08 02:31:09,1249678869.0,mo,11.482515,36.46,84.82345600000002,13.18,36680000000.0,48850000000.0,11.65,9.57,1.13,2.2,10.93,2.95,7.943,18.97,35.57,13.01,86.44,16579999999.999998,8.047,9.9,7690000000.0,6150000000.0,3150000000.0,1.52,8.6,544000000.0,0.263,12850000000.0,N/A,1.326,1.614,3800000000.0,4260000000.0,0.46,16.94,16.66,15877600.0,2069999999.9999998,2069999999.9999998,0.08,67.5,59800000.0,4.4,2.9,57630000.0
2011-09-03 01:17:59,1314992879.0,mo,19.729481,34.29,102.691322,22.32,55340000000.0,67730000000.00001,16.28,12.26,2.13,3.39,12.11,4.09,10.12,20.74,38.86,11.15,74.44,16540000000.0,7.96,-7.8,9190000000.0,6690000000.0,3420000000.0,1.64,-57.4,2060000000.0,1.0,13690000000.0,293.23,1.75,2.24,2960000000.0,4550000000.0,0.45,26.12,26.33,14340300.0,2069999999.9999998,2069999999.9999998,0.07,60.3,27640000.0,1.5,1.3,21340000.0
2011-10-20 08:08:23,1319078303.0,mo,20.436531,26.18,106.559746,20.38,57760000000.0,69390000000.0,16.65,12.47,1.69,3.49,12.47,4.19,10.37,20.74,38.86,11.15,74.44,16540000000.0,7.96,-7.8,9190000000.0,6690000000.0,3420000000.0,1.64,-57.4,2060000000.0,0.98,13690000000.0,293.23,1.75,2.19,2960000000.0,4550000000.0,0.43,26.84,26.71,16314700.0,2109999999.9999998,2109999999.9999998,0.07,60.3,26560000.0,1.5,1.3,35410000.0
2011-11-02 15:53:52,1320229432.0,mo,20.391533,23.91,108.600548,17.66,55700000000.0,66310000000.0,16.23,12.33,1.69,3.39,12.6,4.04,9.82,21.16,39.63,10.94,72.12,16410000000.0,7.92,-3.0,9190000000.0,6760000000.0,3460000000.0,1.67,3.7,3040000000.0,1.48,13690000000.0,307.25,1.49,2.15,3610000000.0,4610000000.0,0.45,26.95,26.77,16789700.0,2049999999.9999998,2049999999.9999998,0.07,60.3,28450000.0,2.0,1.4,26560000.0
2012-01-02 06:58:21,1325467701.0,mo,22.541359,11.74,110.62027,15.99,60900000000.0,71550000000.0,17.74,13.54,1.82,3.73,13.85,4.36,10.59,21.16,39.63,10.94,72.12,16410000000.0,7.92,-3.0,9190000000.0,6760000000.0,3460000000.0,1.67,3.7,3040000000.0,1.48,13690000000.0,307.25,1.49,2.15,3610000000.0,4660000000.0,0.34,28.6,27.13,13583600.0,2049999999.9999998,2049999999.9999998,0.07,60.3,23350000.0,1.4,1.1,24210000.0
2012-04-01 12:55:11,1333265111.0,mo,23.789286,17.01,124.658981,13.29,62850000000.0,73270000000.0,18.82,13.03,1.75,3.75,16.93,4.41,11.19,20.4,37.87,10.58,75.89,16620000000.000002,8.05,5.0,8940000000.0,6550000000.0,3380000000.0,1.64,-9.0,3270000000.0,1.61,13690000000.0,368.48,1.4,1.81,3610000000.0,4320000000.0,0.4,30.04,28.49,11766800.0,2040000000.0,2029999999.9999998,0.07,59.9,17130000.0,1.3,0.8,16510000.000000002
2012-06-16 19:03:18,1339853598.0,mo,26.347237,10.94,119.369354,23.71,68690000000.0,78220000000.0,20.29,14.31,2.55,4.11,18.51,4.69,11.29,20.55,40.05,10.93,74.33,16670000000.000002,8.13,1.3,8940000000.0,6930000000.0,3410000000.0,1.66,3.8,4160000000.0,2.04,13690000000.0,366.41,1.27,1.82,3390000000.0,4940000000.0,0.41,32.26,30.37,10833000.0,2029999999.9999998,2029999999.9999998,0.08,59.9,20080000.0,2.2,1.0,19400000.0
2012-10-16 02:00:50,1350333050.0,mo,26.285648,13.08,130.205399,20.82,67239999999.99999,79300000000.0,15.33,13.94,2.41,3.89,15.71,4.6,10.53,25.68,42.23,12.75,98.75,17250000000.0,8.46,14.4,8940000000.0,7530000000.0,4410000000.0,2.16,175.9,1530000000.0,0.75,13690000000.0,317.76,1.34,2.11,3050000000.0,4840000000.0,0.39,33.84,33.53,11676400.0,2029999999.9999998,2020000000.0,0.09,61.6,41390000.0,2.9,2.0,44180000.0
2013-03-14 19:56:03,1363271163.0,mo,27.430523,13.2,141.210876,20.2,67610000000.0,79090000000.0,16.39,13.08,2.03,3.88,21.45,4.52,10.19,23.89,43.07,13.07,120.91,17500000000.0,8.65,2.6,9560000000.0,7760000000.0,4170000000.0,2.06,31.9,2900000000.0,1.45,13880000000.0,433.15,1.08,1.58,3900000000.0,5330000000.0,0.45,34.17,33.27,11286800.0,2000000000.0,2000000000.0,0.09,59.5,18980000.0,2.3,0.9,14300000.0
2013-04-23 04:20:34,1366671034.0,mo,28.834509000000004,13.53,142.789185,21.2,70670000000.0,81130000000.0,17.13,13.73,1.94,4.01,22.14,4.64,10.45,23.89,43.07,13.07,120.91,17500000000.0,8.65,2.6,9560000000.0,7760000000.0,4170000000.0,2.06,31.9,2900000000.0,1.45,13880000000.0,433.15,1.08,1.58,3900000000.0,5330000000.0,0.46,34.53,33.41,10274000.0,2000000000.0,2000000000.0,0.09,59.5,23830000.0,1.8,1.2,24550000.0
2013-04-25 05:34:28,1366848268.0,mo,29.167253,14.58,143.458893,19.89,71170000000.0,81130000000.0,17.26,13.82,1.98,4.07,22.46,4.64,10.45,23.89,43.07,13.07,120.91,17500000000.0,8.65,2.6,9560000000.0,7760000000.0,4170000000.0,2.06,31.9,2900000000.0,1.45,13880000000.0,433.15,1.08,1.58,3900000000.0,5330000000.0,0.46,34.62,33.44,10384600.0,2000000000.0,2000000000.0,0.09,59.5,23830000.0,1.8,1.2,24550000.0
2004-09-23 14:36:08,1095930368.0,molx,29.379999,-13.21,84.288025,11.65,5650000000.0,5450000000.0,32.6,19.77,1.44,2.5,2.71,2.42,12.25,7.85,9.62,7.16,8.84,2250000000.0,11.69,N/A,776750000.0,444680000.0,175950000.0,0.916,N/A,338650000.0,1.79,17730000.0,0.009,2.728,10.927,N/A,N/A,1.695,29.01,31.05,707590.0,189070000.0,119000000.0,37.06,30.6,8270000.0,9.364,6.95,7680000.0
2004-11-25 04:57:29,1101338849.0,molx,28.639999,-6.11,90.244804,9.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2006-08-30 04:19:46,1156891786.0,molx,37.16,-29.71,102.646645,13.91,6820000000.0,6190000000.0,29.34,19.23,1.27,2.33,2.92,2.16,10.476,8.28,11.79,8.25,10.66,2860000000.0,15.423,21.8,998810000.0,590850000.0,237010000.0,1.27,1340.9,485540000.0,2.644,12130000.0,0.005,2.603,12.422,443080000.0,108740000.0,1.66,33.15,34.04,577922.0,183660000.0,136900000.0,26.11,33.6,3870000.0,7.1,4.4,4470000.0
2008-04-27 05:48:49,1209255529.0,molx,28.120001,-43.07,113.368515,-36.89,5040000000.0,4710000000.0,26.3,15.54,1.37,1.53,1.86,1.45,8.242,6.02,10.03,5.89,7.55,3250000000.0,17.851,1.9,1020000000.0,571180000.0,195550000.0,1.07,-23.0,492210000.0,2.744,155690000.0,0.058,2.622,14.858,529039999.99999994,263649999.99999997,1.4,24.05,25.51,1194250.0,179380000.0,113510000.0,38.54,55.5,7220000.0,6.7,8.3,6750000.0
2013-04-23 03:36:29,1366668389.0,molx,26.379999,46.63,142.789185,21.2,4880000000.0,4440000000.0,17.61,15.09,1.37,1.34,1.89,1.24,7.2,7.78,10.7,6.53,11.3,3580000000.0,20.27,12.8,1070000000.0000001,616100000.0,278550000.0,1.56,10.0,716780000.0,4.04,345870000.0,13.58,2.48,14.35,536780000.0,208470000.0,1.59,28.49,27.38,548556.0,177490000.0,132639999.99999999,32.9,65.9,6940000.0,14.5,10.9,6890000.0
2013-05-09 07:59:13,1368066553.0,molx,29.42,31.48,147.404648,17.72,5180000000.0,4760000000.0,20.1,17.46,1.77,1.44,2.05,1.32,7.85,7.19,10.37,6.54,10.41,3600000000.0,20.32,1.9,1070000000.0000001,606480000.0,258440000.0,1.45,-31.0,712930000.0,4.01,403730000.0,16.01,3.25,14.19,377830000.0,132490000.00000001,1.57,28.2,27.51,608439.0,177700000.0,132860000.00000001,32.9,65.9,7270000.0,12.8,11.4,6940000.0
2003-12-15 21:55:55,1071505555.0,mon,10.692856,91.5,80.444672,14.41,7180000000.0,8350000000.0,144.32,16.18,1.82,1.6,1.43,1.82,8.21,1.09,13.13,0.54,0.95,3370000000.0,17.539,N/A,1580000000.0,1020000000.0,50000000.0,0.19,N/A,511000000.0,1.95,1530000000.0,0.296,2.552,19.63,N/A,N/A,0.879,25.61,21.65,1254090.0,262000000.0,259399999.99999997,0.99,82.42,2920000.0,2.173,1.13,2280000.0
2004-05-12 17:05:06,1084361706.0,mon,12.700255,95.64,83.25643199999998,7.04,8400000000.0,9640000000.0,N/A,17.01,1.86,1.82,1.63,2.03,9.61,-0.08,12.35,-0.04,-0.08,4750000000.0,17.986,N/A,1580000000.0,1000000000.0,-4000000.0,-0.032,N/A,548000000.0,2.06,1540000000.0,0.29,3.08,20.014,N/A,N/A,0.891,35.06,28.65,1339454.0,265579999.99999997,262899999.99999997,1.01,82.8,3860000.0,2.603,1.47,5180000.0
2004-06-21 17:41:11,1087819871.0,mon,14.147072,91.59,85.640854,9.45,9490000000.0,10400000000.0,N/A,19.11,2.02,1.98,1.77,2.19,10.36,-0.08,12.35,-0.04,-0.08,4750000000.0,17.986,N/A,1580000000.0,1000000000.0,-4000000.0,-0.032,N/A,548000000.0,2.06,1540000000.0,0.29,3.08,20.014,N/A,N/A,0.886,34.75,30.1,1127545.0,265579999.99999997,262899999.99999997,1.01,84.28,3000000.0,2.544,1.14,3860000.0
2004-07-03 04:08:48,1088807928.0,mon,14.662370999999998,73.41,85.39876600000002,8.01,9820000000.0,10890000000.0,N/A,19.27,2.03,2.05,1.8,2.3,12.12,-1.48,10.14,-0.75,-1.32,4740000000.0,17.834,N/A,1580000000.0,898000000.0,-70000000.0,-0.31,N/A,327000000.0,1.23,1470000000.0,0.271,2.746,20.414,N/A,N/A,0.886,34.71,30.64,1141727.0,265579999.99999997,262899999.99999997,1.01,84.28,3200000.0,3.088,1.22,3000000.0
2004-09-13 20:51:43,1095088903.0,mon,14.602448,80.23,85.81485699999998,11.2,9760000000.0,10930000000.0,N/A,19.14,2.09,2.06,1.8,2.3,12.17,-1.48,10.14,-0.75,-1.32,4740000000.0,17.834,N/A,1580000000.0,898000000.0,-70000000.0,-0.31,N/A,327000000.0,1.22,1470000000.0,0.271,2.746,20.385,N/A,N/A,0.916,36.53,33.42,1180045.0,267029999.99999997,264399999.99999997,0.98,82.95,2530000.0,1.991,0.96,2230000.0
2005-02-05 02:20:57,1107550257.0,mon,23.269581,49.52,92.041428,6.88,15290000000.0,14470000000.0,70.79,24.43,2.2,2.68,2.74,2.62,15.7,4.02,8.59,2.38,4.2,5530000000.0,20.667,N/A,2570000000.0,922000000.0,222000000.0,0.81,N/A,1650000000.0,6.21,1310000000.0,0.243,2.235,20.284,N/A,N/A,0.993,51.51,40.43,2021681.0,266269999.99999997,263600000.00000003,1.0,76.67,4139999.9999999995,1.465,1.57,4390000.0
2005-04-19 11:58:55,1113892135.0,mon,24.251547,48.34,88.698524,15.47,15670000000.0,15730000000.0,36.73,23.09,2.09,2.65,2.68,2.66,13.31,7.38,12.45,4.62,8.03,5920000000.0,22.06,N/A,2570000000.0,1180000000.0,437000000.0,1.59,N/A,1100000000.0,4.09,1160000000.0,0.199,2.915,21.836,N/A,N/A,0.993,59.38,46.73,2258136.0,268180000.0,265500000.0,1.0,83.0,3630000.0,1.773,1.37,3980000.0
2005-11-16 08:47:47,1132111067.0,mon,29.677076,33.82,95.697105,15.75,19550000000.0,20370000000.0,77.89,22.97,2.01,3.11,3.48,3.24,13.579,4.05,16.49,6.41,2.89,6290000000.0,23.591,3.4,2570000000.0,1500000000.0,157000000.0,0.94,197.6,675000000.0,2.514,1740000000.0,0.31,2.151,20.929001,N/A,N/A,N/A,61.4,62.58,2077280.0,268480000.0,N/A,0.24,84.2,3980000.0,1.6,1.5,3160000.0
2006-02-22 11:35:20,1140588320.0,mon,35.099613,35.18,100.707306,14.93,22280000000.0,22910000000.0,64.21,25.84,2.46,3.36,3.87,3.46,14.935,5.34,15.82,5.99,6.14,6630000000.0,24.751,31.1,3000000000.0,1530000000.0,342000000.0,1.29,N/A,1170000000.0,4.358,1600000000.0,0.278,1.925,21.384001,1740000000.0,420520000.0,N/A,81.61,70.28,1430920.0,269380000.0,268650000.0,0.3,84.2,2860000.0,2.1,1.1,3520000.0
2006-05-27 20:44:43,1148742883.0,mon,34.913872,45.95,100.411682,20.34,22700000000.0,23890000000.0,54.69,26.05,2.01,3.25,3.61,3.45,14.297,6.09,16.93,6.67,6.82,6920000000.0,25.769,15.3,3000000000.0,1670000000.0,411000000.0,1.53,18.0,752000000.0,2.779,1940000000.0,0.313,2.061,23.017,1620000000.0,720770000.0,1.79,84.95,81.06,1915170.0,270570000.0,269840000.0,0.3,86.0,2820000.0,1.6,1.0,2810000.0
2006-08-18 22:57:04,1155922024.0,mon,39.356018,35.22,102.670227,12.76,25540000000.0,27060000000.0,36.57,28.87,2.0,3.55,3.9,3.74,14.923,9.8,17.52,6.76,11.34,7230000000.0,13.423,15.1,3000000000.0,1810000000.0,704000000.0,1.29,610.6,617000000.0,1.137,2040000000.0,0.311,2.175,12.115,1390000000.0,321770000.0,1.63,43.31,42.1,3929280.0,542800000.0,541340000.0,0.3,82.8,7380000.0,1.8,1.4,7270000.0
2006-08-24 02:05:34,1156365334.0,mon,38.954597,47.22,101.853188,16.51,25630000000.0,26990000000.0,36.69,28.97,1.99,3.54,3.89,3.73,14.884,9.8,17.52,6.76,11.34,7230000000.0,13.423,15.1,3000000000.0,1810000000.0,704000000.0,1.29,610.6,617000000.0,1.137,2040000000.0,0.311,2.175,12.115,1390000000.0,321770000.0,1.63,43.97,42.23,3771390.0,542800000.0,541340000.0,0.3,89.2,7380000.0,1.8,1.4,7270000.0
2006-08-29 19:24:33,1156859673.0,mon,39.213837,45.77,102.583801,14.28,25370000000.0,26880000000.0,36.32,28.67,1.99,3.52,3.87,3.72,14.824,9.8,17.52,6.76,11.34,7230000000.0,13.423,15.1,3000000000.0,1810000000.0,704000000.0,1.29,610.6,617000000.0,1.137,2040000000.0,0.311,2.175,12.115,1390000000.0,321770000.0,1.63,44.32,42.36,3646170.0,542800000.0,541340000.0,0.3,89.3,8780000.0,2.4,1.6,7380000.0
2006-12-12 14:48:12,1165915092.0,mon,40.310169,116.06,111.825081,7.37,25970000000.0,26150000000.0,35.07,25.03,1.45,3.54,3.98,3.56,14.727,10.24,17.54,7.04,12.54,7340000000.0,13.6,9.2,3550000000.0,1780000000.0,761000000.0,1.36,N/A,1480000000.0,2.728,1670000000.0,0.255,2.396,12.013,1670000000.0,910880000.0,1.48,46.22,44.5,3742490.0,543300000.0,541830000.0,0.3,88.6,6980000.0,1.4,1.3,6270000.0
2007-03-10 23:19:39,1173548979.0,mon,45.387817,98.57,111.702271,-6.16,29370000000.0,29150000000.0,41.5,27.99,1.82,3.93,4.4,3.9,16.429,9.63,16.36,6.71,11.74,7480000000.0,13.808,9.5,3550000000.0,1770000000.0,729000000.0,1.3,52.5,1840000000.0,3.389,1620000000.0,0.244,2.22,12.264,1500000000.0,787130000.0,1.67,54.39,49.25,3078650.0,543510000.0,542040000.0,0.4,86.7,7490000.0,2.3,1.4,7380000.0
2007-04-06 22:28:01,1175878681.0,mon,48.45488,108.76,114.901527,-3.25,31280000000.0,31060000000.0,44.2,28.35,1.87,4.2,4.71,4.15,17.508,9.63,16.36,6.71,11.74,7480000000.0,13.808,9.5,3550000000.0,1770000000.0,729000000.0,1.3,52.5,1840000000.0,3.389,1620000000.0,0.244,2.22,12.264,1500000000.0,787130000.0,1.85,54.26,50.34,3150040.0,543510000.0,542040000.0,0.4,86.7,7440000.0,2.6,1.4,7490000.0
2007-05-31 19:24:38,1180619678.0,mon,51.864838,108.27,122.134705,-6.68,33500000000.0,33640000000.0,41.43,29.6,1.69,4.25,4.68,4.26,17.629,10.43,17.2,7.2,12.43,7890000000.0,14.546,18.9,3550000000.0,1910000000.0,832000000.0,1.49,23.4,1570000000.0,2.875,1640000000.0,0.228,2.46,13.167,1860000000.0,1250000000.0,1.71,59.83,54.68,3027980.0,544260000.0,542790000.0,0.4,85.1,6900000.0,2.3,1.3,7440000.0
2007-12-22 07:19:42,1198288182.0,mon,94.084267,-35.17,119.703087,-39.03,60810000000.0,61310000000.0,62.22,34.46,1.2,6.92,7.89,7.16,28.607,11.6,18.87,8.17,13.15,8560000000.000001,15.738,13.2,4290000000.0,2140000000.0000002,922000000.0,1.79,N/A,925000000.0,1.693,1420000000.0,0.189,1.653,13.752,1850000000.0,1260000000.0,1.53,98.4,79.42,4813670.0,546320000.0,544810000.0,0.21,84.5,6380000.0,1.5,1.2,6420000.0
2008-10-29 01:03:05,1225222385.0,mon,74.877724,-19.49,76.40765400000002,17.55,45690000000.0,39270000000.0,22.98,15.46,0.45,3.44,4.17,3.46,11.355,17.81,25.39,11.64,23.78,11370000000.0,20.735,30.4,4290000000.0,3460000000.0,2009999999.9999998,3.619,N/A,1610000000.0,2.935,1820000000.0,0.194,1.718,17.059,2800000000.0,1110000000.0,1.1,93.5251,114.077,9917320.0,549500000.0,545740000.0,0.21,85.6,6690000.0,0.8,1.2,10120000.0
2008-12-29 10:59:09,1230528549.0,mon,58.306355,21.86,71.921936,32.51,37110000000.0,37180000000.0,18.71,12.75,0.62,3.26,3.96,3.27,10.867,17.81,25.39,11.64,23.78,11370000000.0,20.735,50.9,6180000000.0,3420000000.0,2009999999.9999998,3.62,N/A,1750000000.0,3.185,1820000000.0,0.194,1.714,17.087,2800000000.0,1220000000.0,0.99,74.97,100.62,10640800.0,547940000.0,544030000.0,0.19,86.1,7580000.0,0.8,1.4,7210000.0
2009-03-24 07:20:39,1237859439.0,mon,71.28714000000002,-11.21,67.177551,47.87,46460000000.0,46940000000.0,20.43,15.6,1.14,3.68,4.85,3.92,12.462,19.42,27.15,12.6,26.87,11970000000.0,21.81,29.3,6180000000.0,3770000000.0,2300000000.0,4.16,117.2,1340000000.0,2.452,1830000000.0,N/A,1.911,16.573,1920000000.0,191750000.0,0.73,78.48,82.25,8040730.0,547320000.0,543740000.0,0.19,84.5,7020000.0,0.9,1.3,7060000.0
2011-09-03 23:13:14,1315071794.0,mon,58.53549200000001,34.55,102.691322,22.32,35190000000.0,36210000000.0,22.93,19.35,1.69,3.2,3.11,3.15,11.61,13.56,21.78,8.15,14.11,11500000000.0,21.39,21.2,N/A,3120000000.0,1560000000.0,2.87,77.1,1220000000.0,2.28,2240000000.0,18.59,2.42,22.18,2880000000.0,1790000000.0,0.85,70.38,69.34,4889970.0,534740000.0,532820000.00000006,0.24,79.6,7880000.0,1.7,1.5,7540000.0
2012-03-22 20:09:31,1332427171.0,mon,70.343323,31.29,123.23365,14.27,42000000000.0,41290000000.0,24.68,19.27,2.02,3.41,3.84,3.32,12.54,13.88,21.56,8.54,16.58,12420000000.0,23.19,32.8,6080000000.0,3290000000.0,1720000000.0,3.18,1300.0,3240000000.0,6.04,2140000000.0000002,19.1,1.66,20.62,3300000000.0,2660000000.0,1.43,79.22,73.82,3662460.0,535409999.99999994,533780000.0,0.23,82.9,5050000.0,1.5,0.9,5990000.0
2012-03-25 14:34:44,1332666284.0,mon,70.406136,28.69,123.63205,13.42,42000000000.0,40900000000.0,24.68,19.27,1.98,3.38,3.8,3.29,12.42,13.88,21.56,8.54,16.58,12420000000.0,23.19,32.8,6080000000.0,3290000000.0,1720000000.0,3.18,1300.0,3240000000.0,6.04,2140000000.0000002,19.1,1.66,20.62,3300000000.0,2660000000.0,1.43,78.97,73.88,3680850.0,535409999.99999994,533780000.0,0.23,82.9,5050000.0,1.5,0.9,5990000.0
2012-03-26 07:57:05,1332728825.0,mon,71.85122700000002,31.67,125.367218,12.75,42000000000.0,40900000000.0,24.68,19.27,1.98,3.38,3.8,3.29,12.42,13.88,21.56,8.54,16.58,12420000000.0,23.19,32.8,6080000000.0,3290000000.0,1720000000.0,3.18,1300.0,3240000000.0,6.04,2140000000.0000002,19.1,1.66,20.62,3300000000.0,2660000000.0,1.43,78.97,73.88,3680850.0,535409999.99999994,533780000.0,0.23,82.9,5050000.0,1.5,0.9,5990000.0
2012-03-27 00:37:44,1332788864.0,mon,71.644829,33.74,124.977661,13.1,42860000000.0,40900000000.0,25.19,19.67,1.98,3.38,3.8,3.29,12.42,13.88,21.56,8.54,16.58,12420000000.0,23.19,32.8,6080000000.0,3290000000.0,1720000000.0,3.18,1300.0,3240000000.0,6.04,2140000000.0000002,19.1,1.66,20.62,3300000000.0,2660000000.0,1.43,78.97,73.88,3680850.0,535409999.99999994,533780000.0,0.23,82.9,5050000.0,1.5,0.9,5990000.0
2013-04-22 02:34:29,1366578269.0,mon,94.636017,9.9,141.332169,22.74,55100000000.0,52610000000.0,22.01,19.51,1.7,3.7,4.12,3.57,11.95,17.18,25.71,11.06,20.03,14730000000.0,27.58,15.2,7040000000.0,4400000000.0,2520000000.0,4.69,22.5,4700000000.0,8.8,2210000000.0,16.39,2.45,24.78,3240000000.0,2069999999.9999998,1.46,103.71,96.44,2525340.0,533840000.00000006,532390000.0,0.19,86.3,3970000.0,1.8,0.7,4910000.0
2013-04-25 10:41:14,1366866674.0,mon,96.904716,5.15,143.458893,19.89,55610000000.0,52610000000.0,22.21,19.69,1.7,3.78,4.2,3.57,11.95,17.18,25.71,11.06,20.03,14730000000.0,27.58,15.2,7040000000.0,4400000000.0,2520000000.0,4.69,22.5,4700000000.0,8.8,2210000000.0,16.39,2.45,24.78,3240000000.0,2069999999.9999998,1.46,103.87,96.78,2491160.0,533840000.00000006,532390000.0,0.19,86.3,3970000.0,1.8,0.7,4910000.0
2005-03-12 17:50:03,1110630003.0,mos,14.043871,-10.33,92.163925,8.69,6370000000.0,8710000000.0,86.86,N/A,N/A,1.25,2.05,1.7,38.96,0.59,4.37,0.38,2.37,5110000000.0,11.524,N/A,N/A,223500000.0,73800000.0,0.19,N/A,126800000.0,0.34,2460000000.0,0.793,1.42,8.241,N/A,N/A,N/A,16.06,N/A,825202.0,378080000.0,113400000.0,70.01,29.4,8810000.0,13.43,7.77,7880000.0
2005-04-03 23:26:03,1112550963.0,mos,13.210407,-9.78,90.251007,12.43,5990000000.0,8330000000.0,69.82,N/A,N/A,1.26,2.07,1.63,37.27,0.59,4.37,0.38,2.37,5110000000.0,9.71,N/A,N/A,223500000.0,73800000.0,0.23,N/A,126800000.0,0.34,2460000000.0,0.793,1.42,8.241,N/A,N/A,N/A,16.35,N/A,746318.0,378080000.0,113400000.0,70.01,29.32,9570000.0,11.966,8.44,8810000.0
2007-02-20 00:46:58,1171912618.0,mos,21.645067,339.12,115.875847,-5.21,11090000000.0,13330000000.0,N/A,17.89,2.48,2.04,2.92,2.56,18.926,-1.49,5.45,2.4,-2.15,5220000000.0,12.835,1.6,637400000.0,704100000.0,-83600000.0,-0.22,19.8,268399999.99999997,0.611,2500000000.0,0.686,1.319,8.308,410200000.0,247770000.0,1.18,21.36,19.0,2073740.0,439580000.0,148140000.0,65.09,31.0,11340000.0,8.2,2.6,11680000.0
2007-04-10 04:27:10,1176159430.0,mos,22.9286,336.2,115.196281,-4.24,12790000000.0,14900000000.0,N/A,16.92,2.3,2.43,3.47,2.86,21.167,-1.49,5.45,2.4,-2.15,5220000000.0,12.835,1.6,637400000.0,704100000.0,-83600000.0,-0.22,19.8,268399999.99999997,0.611,2500000000.0,0.686,1.319,8.308,410200000.0,247770000.0,1.05,26.66,21.75,2511920.0,439580000.0,148140000.0,65.03,31.2,9290000.0,3.8,2.1,11410000.0
2007-07-01 06:22:11,1183251131.0,mos,32.521778000000005,270.84,120.348984,-13.21,17180000000.0,19300000000.0,650.33,17.66,5.62,3.16,4.71,3.56,24.416,0.67,6.69,3.0,1.0,5420000000.0,12.918,19.1,637400000.0,790300000.0,32799999.999999996,0.06,N/A,459700000.0,1.044,2570000000.0,0.707,1.558,8.259,628100000.0,457540000.0,1.18,35.5,29.19,2604980.0,440390000.0,152600000.0,65.03,29.3,6690000.0,3.0,1.5,6920000.0
2007-07-02 12:31:55,1183359715.0,mos,33.155205,255.23,121.437004,-13.72,17180000000.0,19300000000.0,650.33,17.66,5.62,3.17,4.72,3.56,24.416,0.67,6.69,3.0,1.0,5420000000.0,12.918,19.1,637400000.0,790300000.0,32799999.999999996,0.06,N/A,459700000.0,1.044,2570000000.0,0.707,1.558,8.259,628100000.0,457540000.0,1.18,35.5,29.19,2604980.0,440390000.0,152600000.0,65.03,29.3,6690000.0,3.0,1.5,6920000.0
2007-10-11 21:02:34,1192116754.0,mos,49.366085,-38.52,124.971199,-41.87,26140000000.0,27670000000.0,62.15,18.17,2.21,4.46,6.14,4.79,27.329,7.27,10.64,4.29,10.88,5770000000.0,13.294,26.5,926100000.0,1010000000.0,419700000.0,0.95,N/A,420600000.0,0.953,2360000000.0,0.564,1.2,9.491,707900000.0,442390000.0,1.55,46.53,37.62,2617460.0,441320000.0,148730000.0,64.79,28.6,5380000.0,2.5,1.2,4480000.0
2008-06-20 22:25:35,1213980935.0,mos,127.286598,-69.45,107.389984,-28.16,67750000000.0,67620000000.00001,47.73,11.9,4.01,8.36,11.5,8.42,28.053,17.72,24.83,12.9,30.04,8029999999.999999,18.176,67.9,926100000.0,2410000000.0,1420000000.0,3.2,1134.1,1130000000.0,2.557,1650000000.0,0.283,1.749,13.155,1760000000.0,1050000000.0,1.09,131.981,109.649,6927890.0,443650000.0,156870000.0,64.47,29.8,2650000.0,0.5,0.6,3290000.0
